timestamp,period,activity
2019-07-02 13:01,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 13:21,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 13:42,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 14:02,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 14:22,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 14:42,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 15:02,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 15:22,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 15:42,20,"[VIZ-Basis I2, Muda] Anforderungen klären Prüffälle"
2019-07-02 16:02,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 16:22,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-02 16:40,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 08:52,20,"[Muda] Diskussion über Nutzen von Code Obfuscation"
2019-07-03 09:12,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 09:32,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 09:52,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 10:13,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 10:33,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 10:53,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 11:13,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 11:33,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 11:53,20,"[Muda] Diskussion Infrastruktur ABSOLUT"
2019-07-03 12:13,20,"[VIZ-Basis I2, VerkehrsInfo BW] 5 Baustellen in Karte ansehen"
2019-07-03 12:34,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 12:54,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 13:14,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 13:34,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 13:54,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 14:14,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 14:34,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 14:54,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 15:14,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 15:34,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 15:55,20,"[VIZ-Basis I2, VerkehrsInfo BW] 18 Neue Quelle für Serverstatus"
2019-07-03 16:15,20,"[VIZ-Basis I2, VerkehrsInfo BW] 17 Neue Quelle für aktuelle Meldungen"
2019-07-03 16:35,20,"[VIZ-Basis I2, VerkehrsInfo BW] 17 Neue Quelle für aktuelle Meldungen"
2019-07-04 08:40,20,"[Muda] Projekte organisieren mit Git, Gitlab und allgemein"
2019-07-04 09:00,20,"[Muda] Projekte organisieren mit Git, Gitlab und allgemein"
2019-07-04 09:20,20,"[Muda] Projekte organisieren mit Git, Gitlab und allgemein"
2019-07-04 09:40,20,"[VIZ-Basis I2, VerkehrsInfo BW] 17 Neue Quelle für aktuelle Meldungen"
2019-07-04 10:00,20,"[VIZ-Basis I2, VerkehrsInfo BW] 17 Neue Quelle für aktuelle Meldungen"
2019-07-04 10:20,20,"[Muda] Projekte organisieren mit Git, Gitlab und allgemein"
2019-07-04 10:40,20,"[Muda] Neues Webprojekt schätzen"
2019-07-04 11:01,20,"[Muda] Neues Webprojekt schätzen"
2019-07-04 11:21,20,"[Muda] Diskussion Datenverteiler und VRZ Stuttgart"
2019-07-04 11:41,20,"[Muda] Diskussion Datenverteiler und Kniß-Server"
2019-07-04 12:01,20,"[VIZ-Basis I2, VerkehrsInfo BW] 17 Neue Quelle für aktuelle Meldungen"
2019-07-04 12:22,20,"[Muda] Handhabung von ObjectIf erklären"
2019-07-04 12:42,20,"[VIZ-Basis I2, VerkehrsInfo BW] 17 Neue Quelle für aktuelle Meldungen"
2019-07-04 13:00,20,"[VIZ-Basis I2, VerkehrsInfo BW] 17 Neue Quelle für aktuelle Meldungen"
2019-07-05 08:35,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 08:56,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 09:16,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 09:36,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 09:56,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 10:16,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 10:36,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 10:56,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 11:17,20,"[Muda] Planung"
2019-07-05 11:37,20,"[Muda] Planung"
2019-07-05 11:57,20,"[Muda] Planung"
2019-07-05 12:17,20,"[Muda] Planung"
2019-07-05 12:37,20,"[Muda] Planung"
2019-07-05 12:57,20,"[VIZ-Basis I2, Muda] Vorbereitung SMW"
2019-07-05 13:17,20,"[VIZ-Basis I2, Muda] Vorbereitung SMW"
2019-07-05 13:37,20,"[VIZ-Basis I2, Muda] Vorbereitung SMW"
2019-07-05 13:57,20,"[VIZ-Basis I2, Muda] Vorbereitung SMW"
2019-07-05 14:17,20,"[VIZ-Basis I2, Muda] Vorbereitung SMW"
2019-07-05 14:37,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 14:57,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 15:17,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 15:37,20,"[Muda] Diskussion Datenbank FlexCtrl"
2019-07-05 15:57,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 16:18,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 16:38,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-05 17:00,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 09:07,20,"[Muda] Planung"
2019-07-08 09:27,20,"[Muda] Planung"
2019-07-08 09:48,20,"[Muda] Planung"
2019-07-08 10:08,20,"[Muda] Organisation"
2019-07-08 10:28,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 10:48,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 11:08,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 11:29,20,"[Muda] Betriebsversammlung"
2019-07-08 11:49,20,"[Muda] Betriebsversammlung"
2019-07-08 12:09,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 12:29,20,"[Muda] Organisation"
2019-07-08 12:49,20,"[Muda] Organisation"
2019-07-08 13:09,20,"[Muda] Organisation"
2019-07-08 13:20,20,"[Muda] Hilfe bei Modellierung Prozess für ABSOLUT"
2019-07-08 13:49,20,"[Muda] Hilfe bei Modellierung Prozess für ABSOLUT"
2019-07-08 14:10,20,"[Muda] Hilfe bei Modellierung Prozess für ABSOLUT"
2019-07-08 14:31,20,"[Muda] Hilfe bei Modellierung Prozess für ABSOLUT"
2019-07-08 14:51,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 15:11,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 15:31,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 15:51,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 16:11,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-08 16:31,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 09:07,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 09:27,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 09:48,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 10:08,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 10:28,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 10:48,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 11:08,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 11:28,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 11:48,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 12:08,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 12:28,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 12:48,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 13:08,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 13:28,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 13:48,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 14:09,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 14:29,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 14:49,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 15:09,20,"[Muda] Diskussion C++"
2019-07-09 15:29,20,"[Muda] Diskussion C++"
2019-07-09 15:49,20,"[Muda] Planung"
2019-07-09 16:09,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-09 16:29,20,"[VIZ-Basis I2, Muda] Jama befriedigen"
2019-07-09 16:40,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 09:20,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 09:40,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 10:00,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 10:20,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 10:40,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 10:54,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 11:14,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 11:34,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 11:54,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 12:15,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 12:35,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 12:55,20,"[VIZ-Basis I2, Muda] Nachbereitung SM-Workshop"
2019-07-10 13:15,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 13:35,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 13:55,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 14:16,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 14:36,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 14:56,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 15:16,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 15:36,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 15:56,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 16:16,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 16:36,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-10 17:00,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 08:58,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 09:18,20,"[Muda] Rekonstruktion der Datenbanktests von vor halben Jahr bei Georg Fischer"
2019-07-11 09:38,20,"[Muda] Rekonstruktion der Datenbanktests von vor halben Jahr bei Georg Fischer"
2019-07-11 09:58,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 10:18,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 10:38,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 10:58,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 11:18,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 11:39,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 11:59,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 12:19,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 12:39,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 12:59,20,"[Muda] Versionsstönde von Datenbaken bei GF erforschen und analyiseren"
2019-07-11 13:19,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 13:39,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 13:59,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 14:19,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 14:39,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-11 15:00,20,"[Muda] Fehlersuche Interbase-Datenbank bei Georg Fischer"
2019-07-11 15:20,20,"[Muda] Fehlersuche Interbase-Datenbank bei Georg Fischer"
2019-07-11 15:40,20,"[Muda] Fehlersuche Interbase-Datenbank bei Georg Fischer"
2019-07-11 16:00,20,"[Muda] Diskussion Java und Lizenz"
2019-07-11 16:20,20,"[Muda] Diskussion Java und Lizenz"
2019-07-11 16:40,20,"[Muda] Diskussion Java und Lizenz"
2019-07-12 09:01,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 09:21,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 09:41,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 10:01,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 10:21,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 10:42,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 11:02,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 11:22,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 11:42,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 12:02,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 12:22,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 12:42,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 13:02,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 13:22,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 13:43,20,"[VIZ-Basis I2, VerkehrsInfo BW] 12 Änderung Verkehrsstörungen"
2019-07-12 14:03,20,"[Muda] Volle Festplatte beim GitLab-Runner untersuchen"
2019-07-12 14:23,20,"[Muda] Volle Festplatte beim GitLab-Runner untersuchen"
2019-07-12 14:43,20,"[Muda] Volle Festplatte beim GitLab-Runner untersuchen"
2019-07-12 15:03,20,"[Muda] Volle Festplatte beim GitLab-Runner untersuchen"
2019-07-12 15:23,20,"[Muda] Volle Festplatte beim GitLab-Runner untersuchen"
2019-07-12 15:44,20,"[Muda] Volle Festplatte beim GitLab-Runner untersuchen"
2019-07-12 16:04,20,"[VIZ-Basis I2, VerkehrsInfo BW] Neue Wünsche für aktuelle Meldungen implementieren"
2019-07-12 16:24,20,"[VIZ-Basis I2, VerkehrsInfo BW] Neue Wünsche für aktuelle Meldungen implementieren"
2019-07-12 16:44,20,"[VIZ-Basis I2, VerkehrsInfo BW] Neue Wünsche für aktuelle Meldungen implementieren"
2019-07-15 09:16,20,"[Muda] Organisation"
2019-07-15 09:36,20,"[Muda] Planung"
2019-07-15 09:57,20,"[Muda] Planung"
2019-07-15 10:17,20,"[VIZ-Basis I2, Muda] Probleme mit Migrationsserver analysieren"
2019-07-15 10:37,20,"[VIZ-Basis I2, Muda] Probleme mit Migrationsserver analysieren"
2019-07-15 10:57,20,"[VIZ-Basis I2, Muda] Probleme virtuellen Windows analysieren"
2019-07-15 11:17,20,"[VIZ-Basis I2, Muda] Probleme virtuellen Windows analysieren"
2019-07-15 11:40,20,"[Muda] Betriebsversammlung"
2019-07-15 11:59,20,"[Muda] Betriebsversammlung"
2019-07-15 12:19,20,"[Muda] Analyse mögliche Sicherheitslücke Baustellen SH"
2019-07-15 12:39,20,"[VIZ-Basis I2, Muda] Probleme virtuellen Windows analysieren"
2019-07-15 12:59,20,"[VIZ-Basis I2, Muda] Probleme virtuellen Windows analysieren"
2019-07-15 13:20,20,"[VIZ-Basis I2, Muda] Probleme virtuellen Windows analysieren"
2019-07-15 13:40,20,"[VIZ-Basis I2, Muda] Probleme mit Migrationsserver analysieren"
2019-07-15 14:00,20,"[VIZ-Basis I2, Muda] Probleme mit Migrationsserver analysieren"
2019-07-15 14:21,20,"[VIZ-Basis I2, Muda] Probleme virtuellen Windows analysieren"
2019-07-15 14:41,20,"[VIZ-Basis I2, Muda] Probleme virtuellen Windows analysieren"
2019-07-15 15:01,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-15 15:21,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-15 15:41,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-15 16:01,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-15 16:21,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-15 16:42,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-15 17:00,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-16 08:43,20,"[Muda] Probleme m it pgAdmin 4 analysieren"
2019-07-16 09:03,20,"[Muda] Archäologische Ausgrabung in GF-Datenbank"
2019-07-16 09:24,20,"[Muda] Archäologische Ausgrabung in GF-Datenbank"
2019-07-16 09:44,20,"[Muda] Archäologische Ausgrabung in GF-Datenbank"
2019-07-16 10:04,20,"[Muda] Archäologische Ausgrabung in GF-Datenbank"
2019-07-16 10:25,20,"[Muda] Archäologische Ausgrabung in GF-Datenbank"
2019-07-16 10:45,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-16 11:05,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-16 11:25,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-16 11:46,20,"[Georg Fischer, Infotool] Anpassungen für neues Gießdatum"
2019-07-16 12:06,20,"[Georg Fischer, Infotool] Neue Energiezähler für Putzrobotor"
2019-07-16 12:26,20,"[Georg Fischer, Infotool] Neue Energiezähler für Putzrobotor"
2019-07-16 12:46,20,"[Georg Fischer, Infotool] Neue Energiezähler für Putzrobotor"
2019-07-16 13:06,20,"[Georg Fischer, Infotool] Neue Energiezähler für Putzrobotor"
2019-07-16 13:26,20,"[Georg Fischer, Infotool] Neue Energiezähler für Putzrobotor"
2019-07-16 13:46,20,"[Georg Fischer, Infotool] Neue Energiezähler für Putzrobotor"
2019-07-16 14:07,20,"[Georg Fischer, Infotool] Neue Energiezähler für Putzrobotor"
2019-07-16 14:27,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-16 14:47,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-16 15:07,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-16 15:27,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-16 15:47,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-16 16:07,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-16 16:27,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-16 16:40,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-17 08:30,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-17 08:50,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-17 09:10,20,"[Georg Fischer, Infotool] Neue Abfrage für Putzrobotor"
2019-07-17 09:30,20,"[Muda] Organisation"
